Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"Sony PlayStation 2","Games","Owned","Jampack Vol. 13 (RP-M)","United States of America","Demo","SCEA","Various","Action, Adventure, Strategy, Racing, First-person shooter, Fighting, Sandbox, Stealth","16 abr 2021","Loose","4,5","6,45","7,77","4,5","-1.0",?,?,?,"","","Missing Field",
"Sony PlayStation 2","Games","Owned","Midway Arcade Treasures","United States of America","Official","Midway Games","Digital Eclipse Software, Inc.","Action, Adventure, Puzzle, Racing, Platformer","16 abr 2021","CIB","9,86","11,47","25,01","11,47","-1.0",1.0,0.9,1.0,"","","76",
"Sony PlayStation 2","Games","Owned","Mojo!","United States of America","Official","Crave Entertainment","FarSight Studios","Puzzle","16 abr 2021","Loose","3,13","6,85","8,9","3,13","-1.0",?,?,?,"","","63",
"Sony PlayStation 2","Games","Owned","Mortal Kombat: Armageddon","United States of America","Official","Midway Games","Midway","Fighting","16 abr 2021","Loose","15,25","20,48","32,15","15,25","-1.0",?,?,?,"","","75",
"Sony PlayStation 2","Games","Owned","Mortal Kombat: Deadly Alliance","United States of America","Official","Midway Games","Midway","Fighting","16 abr 2021","Loose","11,11","15,88","77,97","11,11","-1.0",?,?,?,"","","79",
"Sony PlayStation 2","Games","Owned","Mortal Kombat: Deception","United States of America","Official","Midway Games","Midway","Fighting","16 abr 2021","Loose","14,25","20,48","75,48","14,25","-1.0",0.2,?,?,"","","81",
"Sony PlayStation 2","Games","Owned","Mortal Kombat: Shaolin Monks","United States of America","Official","Midway Games","Paradox","Fighting, Beat 'em up","16 abr 2021","CIB","30,49","42,39","90,25","42,39","-1.0",1.0,1.0,1.0,"","","77",
"Sony PlayStation 2","Games","Owned","Need for Speed: Carbon","United States of America","Official","Electronic Arts","EA Canada","Racing","16 abr 2021","Loose","10,36","14,49","52,4","10,36","-1.0",?,?,?,"","","74",
"Sony PlayStation 2","Systems","Owned","PlayStation 2 Slim Console","United States of America","Official","Sony","Missing Field","Missing Field","1 jul 2025","CIB","114,74","153,18","800,38","153,18","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PlayStation 2","Systems","Owned","PlayStation 2 Slim Console","United States of America","Official","Sony","Missing Field","Missing Field","1 jul 2025","CIB","114,74","153,18","800,38","153,18","-1.0",0.5,0.5,0.5,"","","Missing Field",
"Sony PlayStation 2","Controllers","Owned","PlayStation DualShock 2 Controller [Emerald]","United States of America","Official","Missing Field","Missing Field","Missing Field","18 mar 2025","Loose","13","20,5","110,49","13","-1.0",1.0,?,?,"","","Missing Field",
"Sony PlayStation 2","Controllers","Owned","PlayStation DualShock 2 Controller [Lemon Yellow]","United States of America","Official","Sony","Missing Field","Missing Field","18 mar 2025","Loose","34,79","45,08","107,5","34,79","-1.0",1.0,?,?,"","","Missing Field",
"Sony PlayStation 2","Games","Owned","Resident Evil Outbreak","United States of America","Official","Capcom","Capcom","First-person shooter, Horror","16 abr 2021","Loose","25,49","44,45","122,9","25,49","-1.0",?,?,?,"","","71",
"Sony PlayStation 2","Games","Owned","Siren","United States of America","Official","Sony","Project Siren","Action, Horror","16 abr 2021","Loose","57,16","90,92","180,5","57,16","-1.0",?,?,?,"","","72",
"Sony PlayStation 2","Games","Owned","Sly 2: Band of Thieves","United States of America","Official","Sony Computer Entertainment America, Inc.","Sucker Punch Productions","Action, Adventure, Platformer, Stealth","16 abr 2021","Loose","18,98","26,45","70,48","18,98","-1.0",?,?,?,"","","88",
"Sony PlayStation 2","Games","Owned","Sly Cooper and the Thievius Raccoonus","United States of America","Official","Sony Computer Entertainment America, Inc.","Sucker Punch Productions","Action, Adventure, Platformer, Stealth","16 abr 2021","Loose","19,48","30,01","45,17","19,48","-1.0",?,?,?,"","","86",
"Sony PlayStation 2","Games","Owned","SOCOM 3: U.S. Navy SEALs","United States of America","Official","Sony","Zipper Interactive","Third-person shooter","16 abr 2021","Loose","4,23","10,95","12,98","4,23","-1.0",?,?,?,"","","82",
"Sony PlayStation 2","Games","Owned","Sonic Heroes","United States of America","Official","Sega","Sonic Team","Platformer","16 abr 2021","Loose","13,75","15,52","104,25","13,75","-1.0",?,?,?,"","","64",
"Sony PlayStation 2","Games","Owned","SoulCalibur II","United States of America","Official","Namco","Namco","Action, Fighting, Sports","19 sept 2024","CIB","8,56","15,49","50,49","15,49","-1.0",1.0,1.0,1.0,"","","92",
"Sony PlayStation 2","Games","Owned","Spy Hunter","United States of America","Official","Midway Games","Paradigm Entertainment Inc.","Action, First-person shooter, Fighting","16 abr 2021","Loose","5,08","10,46","22,74","5,08","-1.0",?,?,?,"","","84",
"Sony PlayStation 2","Accessories","Owned","Street Fighter 15th Anniversary Ken Controller","United States of America","Official","Missing Field","Missing Field","Missing Field","18 mar 2025","CIB","15,37","21,98","25,49","21,98","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PlayStation 2","Games","Owned","Super Dragon Ball Z","United States of America","Official","Namco","Arika Co., Ltd.","Fighting","16 abr 2021","Loose","12,45","25,35","88,44","12,45","-1.0",?,?,?,"","","72",
"Sony PlayStation 2","Games","Owned","Syphon Filter: Dark Mirror","United States of America","Official","Sony Computer Entertainment","Sony Bend Studio","Stealth, Third-person shooter","16 abr 2021","Loose","6,3","8,76","11,98","6,3","-1.0",?,?,?,"","","70",
"Sony PlayStation 2","Games","Owned","Syphon Filter: The Omega Strain","United States of America","Official","SCE","Sony Computer Entertainment","Action, Third-person shooter","16 abr 2021","Loose","8,74","9,77","13,77","8,74","-1.0",?,?,?,"","","65",
"Sony PlayStation 2","Games","Owned","Tekken 4","United States of America","Official","Namco","Namco","Fighting","16 abr 2021","Loose","9,27","15,49","95,47","9,27","-1.0",?,?,?,"","","79",
"Sony PlayStation 2","Games","Owned","Lord of the Rings: The Third Age","United States of America","Official","EA Games","EA","RPG","16 abr 2021","Loose","15,5","21,06","80,5","15,5","-1.0",?,?,?,"","","73",
"Sony PlayStation 2","Games","Owned","Thrillville","United States of America","Official","LucasArts","Frontier Developments","Missing Field","16 abr 2021","Loose","4,67","6,6","14,5","4,67","-1.0",?,?,?,"","","69",
"Sony PlayStation 2","Games","Owned","Toy Story 3","United States of America","Official","Disney Interactive","Asobo Studio","Action, Adventure","16 abr 2021","Loose","13,49","13,9","18,47","13,49","-1.0",?,?,?,"","","Missing Field",
"Sony PlayStation 2","Games","Owned","Trigger Man","United States of America","Official","Crave Entertainment","Point of View, Inc.","Action, First-person shooter","16 abr 2021","Loose","3,86","6,21","9,77","3,86","-1.0",?,?,?,"","","32",
"Sony PlayStation 2","Games","Owned","Twisted Metal: Black & Twisted Metal: Black Online","United States of America","Official","Sony Computer Entertainment","Incognito Entertainment","Action, Vehicle Sim","16 abr 2021","CIB","14,35","15,7","35,49","15,7","-1.0",0.3,0.4,0.3,"","","Missing Field",
"Nintendo GameCube","Games","Owned","Batman Begins","United States of America","Official","EA Games","Eurocom","Action, Adventure","16 abr 2021","Loose","18,48","19,45","72,78","18,48","-1.0",?,?,?,"","","66",
"Nintendo GameCube","Games","Owned","Beach Spikers: Virtua Beach Volleyball","United States of America","Official","Sega","Sega AM2 R&D Division","Sports","16 abr 2021","Loose","19,98","28,52","65,5","19,98","-1.0",?,?,?,"","","76",
"Nintendo GameCube","Games","Owned","BeyBlade VForce: Super Tournament Battle","United States of America","Official","Atari SA","Takara","Action, RPG","16 abr 2021","CIB","11,07","15,49","42,76","15,49","-1.0",?,?,?,"","","33",
"Nintendo GameCube","Games","Owned","Catwoman","United States of America","Official","Electronic Arts","Electronic Arts","Action, Adventure","16 abr 2021","Boxed","7,59","10,65","39,5","7,59","-1.0",?,?,?,"","","47",
"Nintendo GameCube","Games","Owned","Dragon Ball Z: Budokai","United States of America","Official","Atari SA","Dimps Corporation","Fighting","16 abr 2021","Boxed","14,24","15,49","81,16","14,24","-1.0",?,?,?,"","","65",
"Nintendo GameCube","Games","Owned","Fantastic 4","United States of America","Official","Activision","7 Studios","Action, Adventure, Beat 'em up","16 abr 2021","Loose","6,71","12,37","31,78","6,71","-1.0",?,?,?,"","","61",
"Nintendo GameCube","Games","Owned","FIFA Soccer 2002","United States of America","Official","Electronic Arts","Electronic Arts","Sports","16 abr 2021","Loose","5,47","8,49","17,12","5,47","-1.0",?,?,?,"","","81",
"Nintendo GameCube","Games","Owned","Ice Age 2: The Meltdown","United States of America","Official","Sierra","Vivendi Games","Action, Adventure","16 abr 2021","Boxed","6,99","11,37","27,81","11,33","-1.0",?,?,?,"","","67",
"Nintendo GameCube","Games","Owned","LEGO Star Wars: The Video Game","United States of America","Official","LucasArts Entertainment Company LLC","Griptonite Games","Action, Adventure","16 abr 2021","Boxed","7,35","10,76","70,95","7,51","-1.0",?,?,?,"","","Missing Field",
"Nintendo GameCube","Games","Owned","Marvel Nemesis: Rise of the Imperfects","United States of America","Official","Electronic Arts","Nihilistic Software","Action, Fighting","16 abr 2021","Boxed","17,42","21,22","70,19","17,42","-1.0",?,?,?,"","","54",
"Nintendo GameCube","Systems","Owned","Nintendo GameCube System [Mario Party 7 Bonus Set]","United States of America","Official","Missing Field","Missing Field","Missing Field","1 jul 2025","Boxed","332,97","358","1.000,5","332,97","-1.0",0.5,0.5,?,"","","Missing Field",
"Nintendo GameCube","Games","Owned","Pokémon XD - Gale of Darkness","United States of America","Official","Nintendo","Genius Sonority Inc.","Adventure, RPG, Strategy","16 abr 2021","CIB","160","213,99","712,4","213,99","-1.0",1.0,1.0,1.0,"","","64",
"Nintendo GameCube","Games","Owned","R: Racing Evolution","United States of America","Official","Namco","Namco","Racing","16 abr 2021","Boxed","13,47","25,59","58,39","23,47","-1.0",?,?,?,"","","67",
"Nintendo GameCube","Games","Owned","Rayman Arena","United States of America","Official","Ubisoft Entertainment","Ubisoft","Fighting","16 abr 2021","Boxed","14,23","21,43","60,49","16,53","-1.0",?,?,?,"","","60",
"Nintendo GameCube","Games","Owned","Shadow the Hedgehog","United States of America","Official","Sega","Sonic Team","Action","16 abr 2021","CIB","53,16","75,47","360,36","75,47","-1.0",0.6,0.6,0.6,"","","51",
"Nintendo GameCube","Games","Owned","Shrek Smash n' Crash Racing","United States of America","Official","Activision","Activision","Racing","16 abr 2021","Boxed","22,49","23,79","40,81","22,49","-1.0",?,?,?,"","","Missing Field",
"Nintendo GameCube","Games","Owned","SoulCalibur II","United States of America","Official","Namco","Project Soul","Action, Fighting, Sports","16 abr 2021","CIB","18,37","30,49","173,8","30,49","-1.0",0.6,0.6,0.6,"","","93",
"Nintendo GameCube","Games","Owned","Spider-Man 2 (Player's Choice)","United States of America","Official","Activision","Treyarch","Action, Adventure, Sandbox","16 abr 2021","Boxed","20,48","20,55","35","20,48","-1.0",?,?,?,"","","80",
"Nintendo GameCube","Games","Owned","Super Mario Sunshine [Player's Choice]","United States of America","Official","Nintendo","Nintendo","Adventure, Platformer, Family","16 abr 2021","CIB","41,69","47,09","117","47,09","-1.0",1.0,1.0,1.0,"","","92",
"Nintendo GameCube","Games","Owned","Super Smash Bros. Melee","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Fighting","16 abr 2021","Boxed","55,49","62,32","534,47","55,49","-1.0",?,?,?,"","","92",
"Nintendo GameCube","Games","Owned","Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United States of America","Official","Buena Vista Games, Inc.","Traveller's Tales Ltd.","Action, Adventure","16 abr 2021","Boxed","7,49","9,22","32,23","9,22","-1.0",?,?,?,"","","71",
"Nintendo GameCube","Games","Owned","Incredibles: Rise of the Underminer","United States of America","Official","THQ","Heavy Iron Studios","Action, Adventure, Platformer","5 jul 2024","CIB","10,44","12,03","40,78","12,03","-1.0",1.0,1.0,1.0,"","","67",
"Nintendo GameCube","Games","Owned","Lord of the Rings: The Return of the King","United States of America","Official","Electronic Arts","Hypnos Entertainment","Action, Adventure","16 abr 2021","Boxed","18,32","25,9","65,48","19,31","-1.0",?,?,?,"","","84",
"Nintendo GameCube","Games","Owned","Viewtiful Joe: Red Hot Rumble","United States of America","Official","Capcom","Clover Studio","Fighting, Beat 'em up","16 abr 2021","Boxed","30,79","43,94","65,5","30,79","-1.0",?,?,?,"","","62",
"Nintendo GameCube","Games","Owned","WarioWare, Inc.: Mega Party Game$!","United States of America","Official","Nintendo","Nintendo R&D1","Action, Party","16 abr 2021","CIB","43,81","66,66","157,99","66,66","-1.0",1.0,1.0,1.0,"","","76",
"Nintendo GameCube","Controllers","Owned","Wavebird Wireless Controller","United States of America","Official","Nintendo","Missing Field","Missing Field","23 sept 2024","Loose","57,16","75,5","300,49","57,16","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo GameCube","Games","Owned","X2: Wolverine's Revenge","United States of America","Official","Activision","GenePool Software","Action, Stealth","16 abr 2021","Loose","12,95","13,96","27,46","12,95","-1.0",?,?,?,"","","62",
"Nintendo Wii","Games","Owned","2010 FIFA World Cup South Africa","United States of America","Official","Electronic Arts","EA Sports","Sports","16 abr 2021","CIB","3,97","7,51","11,5","7,51","-1.0",?,?,?,"","","70",
"Nintendo Wii","Games","Owned","Call of Duty: Modern Warfare 3","United States of America","Official","Activision","Infinity Ward & Sledgehammer Games","First-person shooter","16 abr 2021","Boxed","6,98","8,38","15,47","6,98","-1.0",?,?,?,"","","70",
"Nintendo Wii","Games","Owned","Donkey Kong Country Returns","United States of America","Official","Nintendo of America, Inc.","Retro Studios","Action, Adventure, Platformer","16 abr 2021","CIB","11,84","14,54","25,49","14,54","-1.0",?,?,?,"","","87",
"Nintendo Wii","Games","Owned","FIFA Soccer 10","United States of America","Official","Electronic Arts","EA Canada","Sports","16 abr 2021","Boxed","5,26","7,61","13,6","5,8","-1.0",?,?,?,"","","75",
"Nintendo Wii","Games","Owned","FIFA Soccer 11","United States of America","Official","EA Sports","EA Sports","Sports","16 abr 2021","CIB","5,13","7,84","14,08","7,84","-1.0",?,?,?,"","","73",
"Nintendo Wii","Games","Owned","FlingSmash","United States of America","Official","Nintendo","Artoon Co., Ltd.","Action","16 abr 2021","CIB","4,5","5,74","12,2","5,74","-1.0",?,?,?,"","","48",
"Nintendo Wii","Games","Owned","G.I. Joe: The Rise of Cobra","United States of America","Official","EA Games","EA","First-person shooter","16 abr 2021","CIB","6,56","7,49","14,36","7,49","-1.0",?,?,?,"","","51",
"Nintendo Wii","Games","Owned","Ghost Squad","United States of America","Official","Sega","Polygon Magic","First-person shooter, Light Gun","16 abr 2021","CIB","10,44","11,18","22","11,18","-1.0",?,?,?,"","","69",
"Nintendo Wii","Games","Owned","Harry Potter and the Deathly Hallows, Part 1","United States of America","Official","Electronic Arts","EA Bright Light","Action","16 abr 2021","CIB","6,27","9,55","17,8","9,55","-1.0",?,?,?,"","","41",
"Nintendo Wii","Games","Owned","Kirby's Return To Dream Land","United States of America","Official","Nintendo","HAL Laboratory","Action","16 abr 2021","CIB","20,67","27,59","44,78","27,59","-1.0",0.6,0.6,0.6,"","","77",
"Nintendo Wii","Games","Owned","Mario Kart Wii","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","CIB","28,94","33,75","59,97","33,75","-1.0",?,?,?,"","","82",
"Nintendo Wii","Games","Owned","Mario Strikers Charged","United States of America","Official","Nintendo","Next Level Games","Sports","16 abr 2021","CIB","14,45","17,73","38","17,73","-1.0",?,?,?,"","","79",
"Nintendo Wii","Games","Owned","Metroid: Other M","United States of America","Official","Nintendo","Team Ninja","Action, Adventure, First-person shooter, Platformer","16 abr 2021","CIB","10,19","18,48","26,62","18,48","-1.0",0.6,0.6,0.6,"","","79",
"Nintendo Wii","Games","Owned","Monster 4x4: Stunt Racer","United States of America","Official","Ubisoft","Ubisoft","Racing","16 abr 2021","CIB","4,99","8,21","14,33","8,21","-1.0",0.3,?,?,"","","Missing Field",
"Nintendo Wii","Games","Owned","Mortal Kombat: Armageddon","United States of America","Official","Midway Games","JGI Entertainment","Action, Fighting","19 mar 2025","CIB","15,5","16,19","35,5","16,19","-1.0",1.0,1.0,1.0,"","","71",
"Nintendo Wii","Games","Owned","NBA 2K13","United States of America","Official","2K Sports","Visual Concepts","Sports","16 abr 2021","Loose","9,49","10,53","23,49","9,49","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii","Games","Owned","New Super Mario Bros. Wii","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","16 abr 2021","New","20,5","27,99","55,49","55,49","-1.0",?,1.0,?,"","","87",
"Nintendo Wii","Games","Owned","Pro Evolution Soccer 2010","United States of America","Official","Konami","Konami","Sports","16 abr 2021","Loose","4,49","10,49","17,91","4,49","-1.0",?,?,?,"","","82",
"Nintendo Wii","Games","Owned","Pro Evolution Soccer 2011","United States of America","Official","Konami","Konami","Sports","16 abr 2021","CIB","5,5","7,75","15,49","7,75","-1.0",?,?,?,"","","78",
"Nintendo Wii","Games","Owned","Pro Evolution Soccer 2012","United States of America","Official","Konami","Konami","Sports","16 abr 2021","Loose","5,64","8,33","15,49","5,64","-1.0",?,?,?,"","","79",
"Nintendo Wii","Games","Owned","Pro Evolution Soccer 2013","United States of America","Official","Konami","Konami","Sports","16 abr 2021","Loose","8,47","10,36","15,57","8,47","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii","Games","Owned","Punch-Out!!","United States of America","Official","Nintendo","Next Level Games","Fighting, Sports","16 abr 2021","Boxed","27,75","35,38","61,8","27,75","-1.0",?,?,?,"","","86",
"Nintendo Wii","Games","Owned","Resident Evil 4: Wii Edition","United States of America","Official","Capcom","Capcom","Action, Adventure","16 abr 2021","Boxed","10,49","14,99","35,49","13,68","-1.0",?,?,?,"","","91",
"Nintendo Wii","Games","Owned","Star Wars The Clone Wars: Lightsaber Duels","United States of America","Official","LucasArts Entertainment Company LLC","Krome Studios Pty Ltd.","Action","16 abr 2021","CIB","5,28","5,92","10,86","5,92","-1.0",?,?,?,"","","56",
"Nintendo Wii","Games","Owned","Star Wars: The Force Unleashed","United States of America","Official","LucasArts Entertainment Company LLC","LucasArts Entertainment Company LLC","Action","16 abr 2021","Boxed","4,13","5,98","14,88","5,98","-1.0",?,?,?,"","","71",
"Nintendo Wii","Games","Owned","Super Mario Galaxy","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD Tokyo","Action, Adventure, Platformer","16 abr 2021","CIB","15,49","15,75","70,48","15,75","-1.0",?,?,?,"","","97",
"Nintendo Wii","Games","Owned","Super Paper Mario [Nintendo Selects]","United States of America","Official","Nintendo","Intelligent Systems Co., Ltd.","Action, RPG, Platformer","16 abr 2021","CIB","13,97","15,49","34,72","15,49","-1.0",0.6,0.6,0.6,"","","85",
"Nintendo Wii","Games","Owned","Super Smash Bros. Brawl","United States of America","Official","Nintendo of America, Inc.","Game Arts, HAL Laboratory, Inc., Sora Ltd.","Fighting","16 abr 2021","Boxed","17,8","20,48","53,49","17,8","-1.0",?,?,?,"","","93",
"Nintendo Wii","Games","Owned","Legend of Zelda: Twilight Princess [Nintendo Selects]","United States of America","Official","Nintendo","Nintendo EAD","Action, Adventure, RPG","16 abr 2021","CIB","20,45","20,48","44,09","20,48","-1.0",0.6,0.6,0.6,"","","95",
"Nintendo Wii","Games","Owned","Transformers: Cybertron Adventures","United States of America","Official","Activision","Next Level Games","First-person shooter","16 abr 2021","Boxed","8,21","8,5","20,48","8,21","-1.0",?,?,?,"","","41",
"Nintendo Wii","Games","Owned","Ultimate Duck Hunting","United States of America","Official","Detn8 Games Ltd","Mid Carolina Media","First-person shooter","16 abr 2021","CIB","5,78","8,61","16,38","8,61","-1.0",?,?,?,"","","28",
"Nintendo Wii","Games","Owned","WarioWare: Smooth Moves","United States of America","Official","Nintendo","Intelligent Systems Co., Ltd.","Puzzle, Party","16 abr 2021","CIB","17,7","20,64","60,49","20,64","-1.0",1.0,1.0,1.0,"","","83",
"Nintendo Wii U","Games","Owned","007 Legends","United States of America","Official","Activision","Eurocom","Action, First-person shooter","16 abr 2021","CIB","21,3","25,89","37,83","25,89","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii U","Games","Owned","Assassin's Creed III","United States of America","Official","Ubisoft Entertainment","Ubisoft","Action, Adventure, Stealth","16 abr 2021","Boxed","7,96","10,49","13,59","7,96","-1.0",?,?,?,"","","85",
"Nintendo Wii U","Games","Owned","Batman: Arkham City [Armored Edition]","United States of America","Official","WB Games","Rocksteady","Action, Adventure, Fighting, Stealth","28 ene 2025","CIB","10,78","11,49","26,89","11,49","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo Wii U","Games","Owned","Captain Toad: Treasure Tracker [Special Edition with Amiibo]","United States of America","Official","Nintendo","Nintendo","Puzzle, Strategy","16 abr 2021","CIB","25,49","31,09","36,39","31,09","-1.0",?,?,?,"","","81",
"Nintendo Wii U","Games","Owned","Darksiders II","United States of America","Official","THQ","Vigil Games","Action, Adventure, Puzzle","28 ene 2025","CIB","12,2","15","35,03","15","-1.0",1.0,1.0,1.0,"","","85",
"Nintendo Wii U","Games","Owned","Disney Planes","United States of America","Official","Disney Interactive","Behaviour Interactive","Action, Adventure","16 abr 2021","CIB","7,49","12,25","15,62","12,25","-1.0",?,?,?,"","","51",
"Nintendo Wii U","Games","Owned","Donkey Kong Country: Tropical Freeze [Nintendo Selects]","United States of America","Official","Nintendo","Retro Studios","Adventure, Platformer","16 abr 2021","Boxed","9,89","11,01","19,41","9,89","-1.0",0.1,?,?,"","","83",
"Nintendo Wii U","Games","Owned","Kirby and the Rainbow Curse","United States of America","Official","Nintendo","HAL Laboratory","Platformer","16 abr 2021","CIB","20,73","28,47","52,93","28,47","-1.0",?,?,?,"","","73",
"Nintendo Wii U","Games","Owned","LEGO Marvel's Avengers","United States of America","Official","WB Games","TT Games","Action, Adventure","8 sept 2024","Boxed","7,74","9,13","12,43","7,74","-1.0",1.0,1.0,?,"","","69",
"Nintendo Wii U","Games","Owned","Mario & Sonic at the Sochi 2014 Olympic Winter Games","United States of America","Official","Nintendo","Sega","Sports, Family","8 sept 2024","Boxed","12,49","18,48","50,35","16,18","-1.0",1.0,1.0,1.0,"","","55",
"Nintendo Wii U","Games","Owned","Mario Party 10","United States of America","Official","Nintendo","Nintendo","Action, Adventure, Puzzle","8 sept 2024","CIB","19,32","20,48","46,54","20,48","-1.0",1.0,1.0,1.0,"","","66",
"Nintendo Wii U","Games","Owned","Mass Effect 3: Special Edition","United States of America","Official","Electronic Arts","BioWare, Straight Right","Action, RPG, First-person shooter","16 abr 2021","CIB","7,92","10,24","15,61","10,24","-1.0",?,?,?,"","","85",
"Nintendo Wii U","Games","Owned","Need for Speed: Most Wanted U","United States of America","Official","Electronic Arts","Criterion Games","Racing","7 sept 2021","CIB","14,36","15,34","40,49","15,34","-1.0",1.0,1.0,1.0,"","","86",
"Nintendo Wii U","Games","Owned","NES Remix Pack [Nintendo Selects]","United States of America","Official","Nintendo","indieszero","Action, Puzzle","16 abr 2021","Boxed","18,93","20,48","35,21","18,93","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii U","Games","Owned","New Super Mario Bros. U + New Super Luigi U","United States of America","Official","Nintendo","Nintendo EAD","Platformer","16 abr 2021","CIB","15,49","16,98","45,51","16,98","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii U","Games","Owned","Ninja Gaiden 3: Razor's Edge","United States of America","Official","Nintendo","Team Ninja, Tecmo","Action, Adventure, Fighting","16 abr 2021","CIB","8,52","9,73","11,93","9,73","-1.0",?,?,?,"","","69",
"Nintendo Wii U","Games","Owned","Nintendo Land","United States of America","Official","Nintendo","Nintendo","Action, Adventure, Racing, First-person shooter, Sports, Platformer","16 abr 2021","CIB","9,61","12,99","20,5","12,99","-1.0",?,?,?,"","","77",
"Nintendo Wii U","Systems","Owned","Nintendo Wii U [Mario Kart 8 Deluxe Set]","United States of America","Official","Nintendo","Missing Field","Missing Field","1 jul 2025","CIB","154,51","247,15","345,5","247,15","-1.0",0.6,0.6,0.6,"","","Missing Field",
"Nintendo Wii U","Games","Owned","Pikmin 3 [Nintendo Selects]","United States of America","Official","Nintendo","Nintendo","Action, Adventure, Puzzle, Strategy","16 abr 2021","CIB","13,65","14,65","24,5","14,65","-1.0",?,?,?,"","","87",
"Nintendo Wii U","Games","Owned","Rayman Legends","United States of America","Official","Ubisoft Entertainment","Ubisoft","Action, Platformer","16 abr 2021","Boxed","13,12","14,09","27,64","13,12","-1.0",?,?,?,"","","92",
"Nintendo Wii U","Games","Owned","Resident Evil: Revelations","United States of America","Official","Capcom","Capcom","First-person shooter, Horror","16 abr 2021","CIB","15,49","20,5","40,49","20,5","-1.0",?,?,?,"","","80",
"Nintendo Wii U","Games","Owned","Shovel Knight","United States of America","Official","Yacht Club Games","Yacht Club Games","Platformer","16 abr 2021","CIB","15,22","17,45","26,12","17,45","-1.0",?,?,?,"","","88",
"Nintendo Wii U","Games","Owned","Skylanders SuperChargers [Starter Pack]","United States of America","Official","Activision","Vicarious Visions","Action, Platformer","16 abr 2021","CIB","23,48","34,49","40,54","34,49","-1.0",?,?,?,"","","87",
"Nintendo Wii U","Games","Owned","Sonic & All-Stars Racing Transformed","United States of America","Official","Sega","Sumo Digital Ltd.","Racing","16 abr 2021","Boxed","9,5","13,14","28,17","9,5","-1.0",?,?,?,"","","78",
"Nintendo Wii U","Games","Owned","Sonic Boom: Rise of Lyric","United States of America","Official","Sega","Big Red Button Entertainment","Action, Adventure, Platformer","16 abr 2021","Boxed","15,23","19,77","52,38","15,23","-1.0",?,?,?,"","","32",
"Nintendo Wii U","Games","Owned","Sonic: Lost World","United States of America","Official","Sega","Sonic Team","Action, Platformer","16 abr 2021","Boxed","15,5","18,05","44,24","15,5","-1.0",?,?,?,"","","63",
"Nintendo Wii U","Games","Owned","Splatoon","United States of America","Official","Nintendo","Nintendo","Action, Third-person shooter","16 abr 2021","CIB","9,44","11,35","31,86","11,35","-1.0",?,?,?,"","","81",
"Nintendo Wii U","Games","Owned","SteamWorld Collection","United States of America","Official","Rising Star Games","Image & Form International AB","Action","16 abr 2021","CIB","26,03","34,38","52,5","34,38","-1.0",?,?,?,"","","Missing Field",
"Nintendo Wii U","Games","Owned","Super Mario 3D World (Nintendo Selects)","United States of America","Official","Nintendo","Nintendo","Platformer","16 abr 2021","CIB","9,5","12,49","18,14","12,49","-1.0",?,?,?,"","","93",
"Nintendo Wii U","Games","Owned","Super Mario Maker [Idea Book Bundle]","United States of America","Official","Nintendo","Nintendo","Sandbox, Platformer, Utility","16 abr 2021","CIB","11,37","13,68","22,49","13,68","-1.0",?,?,?,"","","88",
"Nintendo Wii U","Games","Owned","Super Smash Bros. for Wii U","United States of America","Official","Nintendo","Bandai Namco Entertainment, Sora Ltd.","Action, Sports, Platformer","16 abr 2021","CIB","10,41","13","30,46","13","-1.0",?,?,?,"","","92",
"Nintendo Wii U","Games","Owned","Legend of Zelda: Breath of the Wild","United States of America","Official","Nintendo","Nintendo, Monolith Soft","Action, Adventure, RPG","16 abr 2021","Boxed","17,98","19,48","55,8","17,98","-1.0",?,?,?,"","","96",
"Nintendo Wii U","Games","Owned","Legend of Zelda: The Wind Waker HD","United States of America","Official","Nintendo","Nintendo","Action, Adventure, RPG, Puzzle, Platformer","16 abr 2021","CIB","42,58","49,23","97,87","49,23","-1.0",?,?,?,"","","90",
"Nintendo Wii U","Games","Owned","Legend of Zelda: Twilight Princess HD","United States of America","Official","Nintendo","Tantalus Media, Nintendo EPD","Action, Adventure, RPG, Puzzle, Platformer","16 abr 2021","CIB","95,5","115,15","166,11","115,15","-1.0",?,?,?,"","","86",
