Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"SNES/Super Famicom","Games","Owned","Super Soccer","United States of America","Official","Nintendo","Human Entertainment, Inc.","Sports","15 abr 2021","Loose","9,11","30,18","95,5","9,11","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Super Star Wars","United States of America","Official","JVC Musical Industries, Inc.","Sculptured Software","Action","15 abr 2021","Loose","14,96","51,49","289,95","14,96","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Super Star Wars: Return of the Jedi","United States of America","Official","JVC Musical Industries, Inc.","Sculptured Software","Action","3 oct 2024","Loose","19,42","55,44","150,56","19,42","-1.0",1.0,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Super Star Wars: The Empire Strikes Back [Majesco]","United States of America","Official","Majesco","Sculptured Software","Action","15 abr 2021","Loose","15,5","45,6","138,12","15,5","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Super Street Fighter II","United States of America","Official","Capcom","Capcom","Fighting","15 abr 2021","Loose","22,25","64,36","567,5","22,25","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Super Tennis","United States of America","Official","Nintendo","Nintendo","Sports","15 abr 2021","Loose","8,06","23,88","41,61","8,06","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Taz-Mania","United States of America","Official","SUNSOFT","Visual Concepts","Racing","15 abr 2021","Loose","9,5","22,47","121,76","9,5","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Teenage Mutant Ninja Turtles: Tournament Fighters","United States of America","Official","Konami","Konami","Fighting","15 abr 2021","Loose","21,08","103,55","330,5","21,08","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Terminator 2: Judgment Day","United States of America","Official","LJN","Bits Corporation Limited","Action","15 abr 2021","Loose","14,25","94,68","204,98","14,25","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Tetris 2","United States of America","Official","Nintendo","Nintendo","Puzzle","15 abr 2021","Loose","9,94","28,14","84,51","9,94","-1.0",0.5,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Addams Family","United States of America","Official","Ocean Software Ltd.","Ocean Software Ltd., Ocean, Enigma Variations Ltd","Platformer","15 abr 2021","Loose","20,48","54,41","173,5","20,48","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Death and Return of Superman","United States of America","Official","SUNSOFT","Blizzard Entertainment","Action, Adventure","15 abr 2021","Loose","67,36","164,98","873,76","67,36","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Flintstones","United States of America","Official","Ocean Software Ltd.","Ocean Software Ltd., Ocean, Enigma Variations Ltd","Platformer","15 abr 2021","Loose","16,63","80,48","256,5","16,63","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Jungle Book","United States of America","Official","Virgin Games, Ltd.","Eurocom Entertainment Software","Platformer","18 oct 2025","Loose","8,94","31,49","113,1","8,94","-1.0",0.9,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Lawnmower Man","United States of America","Official","THQ","Storm Sales","Action","15 abr 2021","Loose","10,49","43,49","151,76","10,49","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Legend of the Mystical Ninja","United States of America","Official","Konami","Konami","Action, Adventure","15 abr 2021","Loose","56,95","185,5","639,76","56,95","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Legend of Zelda: A Link to the Past","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure","15 abr 2021","Loose","40,5","179,56","741,98","40,5","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Lion King","United States of America","Official","Virgin Interactive Entertainment, Inc.","Westwood Studios, Inc.","Adventure, Platformer","15 abr 2021","Loose","12,5","43,06","202,75","12,5","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Simpsons: Bart's Nightmare","United States of America","Official","Acclaim Entertainment, Inc.","Sculptured Software","Platformer","15 abr 2021","Loose","25,87","90,5","288,5","25,87","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Tick","United States of America","Official","Fox Interactive","Software Creations","Fighting","16 feb 2025","Loose","23,26","80,47","256,5","23,26","-1.0",?,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Timon & Pumbaa's Jungle Games","United States of America","Official","THQ","Tiertex Design Studios","Adventure","15 abr 2021","Loose","11,61","30,49","96,5","11,61","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Tiny Toon Adventures: Buster Busts Loose!","United States of America","Official","Konami","Konami","Platformer","16 feb 2025","Loose","14,5","48,44","150,44","14,5","-1.0",1.0,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Toy Story","United States of America","Official","Nintendo","Disney Interactive","Action, Platformer","5 jul 2024","Loose","13,85","41,14","112,94","13,85","-1.0",1.0,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Ultimate Mortal Kombat 3","United States of America","Official","Williams Electronic Games, Inc.","Avalanche Software LLC","Fighting","15 abr 2021","Loose","37,69","140,49","400,48","37,69","-1.0",0.5,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Wario's Woods","United States of America","Official","Nintendo","Intelligent Systems","Puzzle","15 abr 2021","Loose","15,5","48,27","168","15,5","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Warlock","United States of America","Official","LJN","Acclaim Entertainment","Action, Adventure","15 abr 2021","Loose","16,82","54,45","153,04","16,82","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Wild Guns","United States of America","Official","Natsume","Natsume","Action, First-person shooter","15 abr 2021","Loose","271,88","987,85","3.160,5","271,88","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","Williams Arcade's Greatest Hits","United States of America","Official","Midway Games","Williams Entertainment","First-person shooter","15 abr 2021","Loose","11,28","23,49","70,39","11,28","-1.0",0.5,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","World Heroes 2","United States of America","Official","TAKARA Co., Ltd.","Takara","Fighting","15 abr 2021","Loose","20,32","90,49","288,5","20,32","-1.0",0.6,?,?,"","","Missing Field",
"SNES/Super Famicom","Games","Owned","X-Men: Mutant Apocalypse","United States of America","Official","Avalon Hill","Capcom","Action","15 abr 2021","Loose","25,74","80,25","269,7","25,74","-1.0",0.5,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","8 Eyes","United States of America","Official","Taxan","Thinking Rabbit","Adventure","16 abr 2021","Loose","14,72","50","176,82","14,72","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","After Burner","United States of America","Unlicensed","Tengen","Tengen","Action","16 abr 2021","Loose","13,49","59,62","180,49","13,49","-1.0",0.7,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Barker Bill's Trick Shooting","United States of America","Official","Nintendo","Nintendo R&D1","First-person shooter","16 abr 2021","Loose","14,52","36,6","114","14,52","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Captain Skyhawk","United States of America","Official","Milton Bradley Co.","Rare, Ltd.","Shoot 'em up","16 abr 2021","Loose","6,63","17,23","68,06","6,63","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Chip 'n Dale: Rescue Rangers","United States of America","Official","Capcom USA, Inc.","Capcom","Platformer","9 abr 2025","Loose","21,02","141,19","410,09","21,02","-1.0",1.0,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Double Dragon","United States of America","Official","Tradewest, Inc.","Technos Japan Corp.","Action, Fighting","16 abr 2021","Loose","16,73","65,43","758,06","16,73","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dr. Mario","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D1","Puzzle","16 abr 2021","Loose","9,81","27,69","274,77","9,81","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dragon Spirit: The New Legend","United States of America","Official","Bandai Co., Ltd.","Now Production Co.","Action, Shoot 'em up","16 abr 2021","Loose","14,85","55,99","179,82","14,85","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Dragon's Lair","United States of America","Official","CSG Imagesoft Inc.","Motivetime Ltd.","Adventure","16 abr 2021","Loose","31,16","88,75","353,5","31,16","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","DuckTales","United States of America","Official","Capcom USA, Inc.","Capcom","Platformer","16 abr 2021","Loose","31,09","113,18","451,5","31,09","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Kirby's Adventure","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Platformer","16 abr 2021","Loose","35,49","81,78","248","35,49","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Mega Man 5","United States of America","Official","Capcom USA, Inc.","Capcom","Action, Platformer","16 abr 2021","Loose","150,5","599,41","2.666,7","150,5","-1.0",0.4,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Metroid","United States of America","Official","Nintendo of America, Inc.","Intelligent Systems Co., Ltd., Nintendo R&D1","Action, Adventure, Platformer","16 abr 2021","Loose","25,99","181,08","1.762,33","25,99","-1.0",0.5,?,?,"","","Missing Field",
"NES/Famicom","Systems","Owned","Nintendo NES Action Set Console","United States of America","Official","Nintendo","Missing Field","Missing Field","1 jul 2025","CIB","152,44","327,39","1.214,77","327,39","-1.0",1.0,1.0,1.0,"","","Missing Field",
"NES/Famicom","Systems","Owned","Nintendo NES Classic Edition","United States of America","Afterlife","Nintendo","Missing Field","Missing Field","3 ago 2021","CIB","70,48","104,69","171,75","104,69","-1.0",1.0,1.0,1.0,"","","Missing Field",
"NES/Famicom","Games","Owned","North & South","United States of America","Official","Kemco","Seika","Strategy","16 abr 2021","Loose","38,5","114,66","473,69","38,5","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Punch-Out!!","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D3","Fighting, Sports","23 feb 2026","Loose","20,48","64,72","257,5","20,48","-1.0",0.7,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","R.C. Pro-Am","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Racing","16 abr 2021","Loose","7,99","29,76","378,06","7,99","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Silent Service","United States of America","Official","Ultra Games","Rare, Ltd.","Strategy","16 abr 2021","Loose","6,78","26,13","104,51","6,78","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Skull & Crossbones","United States of America","Unlicensed","Tengen","Tengen","Action","16 abr 2021","Loose","12,85","41,36","125,5","12,85","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. / Duck Hunt","United States of America","Official","Nintendo","Nintendo","Adventure, First-person shooter","16 abr 2021","Loose","9,06","67,64","237,99","9,06","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. 2","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Platformer","16 abr 2021","Loose","23,98","71,01","2.203,27","23,98","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Super Mario Bros. 3","United States of America","Official","Nintendo of America, Inc.","Nintendo R&D4","Platformer","16 abr 2021","Loose","19,55","71,5","547,99","19,55","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Teenage Mutant Ninja Turtles","United States of America","Official","Ultra Games","Konami","Action, Adventure, Platformer","16 abr 2021","Loose","13,12","91,55","985,89","13,12","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Teenage Mutant Ninja Turtles III: The Manhattan Project","United States of America","Official","Konami","Konami","Action, Fighting","16 abr 2021","Loose","37,58","252","765","37,58","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Addams Family","United States of America","Official","Ocean Software Ltd.","Ocean Software Ltd.","Adventure","16 abr 2021","Loose","18,72","68,47","500,5","18,72","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Legend of Kage","United States of America","Official","Taito Corporation","Taito Corporation","Platformer","16 abr 2021","Loose","12,12","58,7","233,5","12,12","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Legend of Zelda [5 Screw]","United States of America","Official","Nintendo","Nintendo","Action, Adventure","16 abr 2021","Loose","45,25","247","986,5","45,25","-1.0",1.0,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Simpsons: Bartman Meets Radioactive Man","United States of America","Official","Acclaim Entertainment, Inc.","Imagineering Inc.","Action","16 abr 2021","Loose","27,5","187,95","350,44","27,5","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Tiny Toon Adventures","United States of America","Official","Konami","Konami","Platformer","16 abr 2021","Loose","16,98","88,45","650,49","16,98","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Tom & Jerry: The Ultimate Game of Cat and Mouse!","United States of America","Official","Hi-Tech Expressions, Inc.","Software Creations","Action","16 abr 2021","Loose","13,49","52,89","210,5","13,49","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Top Gun","United States of America","Official","Konami","Konami","Flight Sim","16 abr 2021","Loose","8,13","27,17","257,27","8,13","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Top Gun: The Second Mission","United States of America","Official","Konami","Konami","First-person shooter, Flight Sim","16 abr 2021","Loose","5,5","20,67","161,18","5,5","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Wario's Woods","United States of America","Official","Nintendo of America, Inc.","Intelligent Systems Co., Ltd., Nintendo R&D1","Puzzle","15 abr 2021","Boxed","37,18","105,65","161,96","82,17","-1.0",1.0,1.0,?,"","","Missing Field",
"NES/Famicom","Games","Owned","WWF King of the Ring","United States of America","Official","LJN","Eastridge Technology","Fighting, Sports","16 abr 2021","Loose","34,47","193","360,83","34,47","-1.0",0.6,?,?,"","","Missing Field",
"NES/Famicom","Games","Owned","Yoshi","United States of America","Official","Nintendo of America, Inc.","Game Freak","Puzzle","16 abr 2021","Loose","11,09","44","198,45","11,09","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","1080° Snowboarding","United States of America","Official","Nintendo","Nintendo EAD","Sports","16 abr 2021","Loose","14,96","59,38","500,49","14,96","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Banjo-Kazooie","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","34,64","124,69","1.440,4","34,64","-1.0",0.6,?,?,"","","92",
"Nintendo 64","Games","Owned","BattleTanx","United States of America","Official","3DO","3DO","Action","16 abr 2021","Loose","22,49","59,67","200,47","22,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Blast Corps","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Puzzle","16 abr 2021","Loose","21,24","69,22","244,33","21,24","-1.0",0.6,?,?,"","","90",
"Nintendo 64","Games","Owned","Conker's Bad Fur Day","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","170,45","375,57","430,5","170,45","-1.0",0.6,?,?,"","","92",
"Nintendo 64","Games","Owned","Cruis'n Exotica","United States of America","Official","Midway Games","Midway Games","Action, Racing","16 abr 2021","Loose","40,79","140,5","282,29","40,79","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Cruis'n USA","United States of America","Official","Nintendo","Midway Games","Racing","16 abr 2021","Loose","18,26","51,46","347,57","18,26","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Cruis'n World","United States of America","Official","Midway Games","Midway Games","Racing","16 abr 2021","Loose","23,57","64,29","489,28","23,57","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Diddy Kong Racing","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Racing","16 abr 2021","Loose","29","100,5","350,5","29","-1.0",0.6,?,?,"","","88",
"Nintendo 64","Games","Owned","Donald Duck: Goin' Quackers","United States of America","Official","Ubisoft Entertainment","Disney Interactive","Adventure, RPG","16 abr 2021","Loose","68,13","178,11","317,36","68,13","-1.0",0.6,?,?,"","","65",
"Nintendo 64","Games","Owned","Donkey Kong 64","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","37,59","140,62","588","37,59","-1.0",0.5,?,?,"","","90",
"Nintendo 64","Games","Owned","Dr. Mario 64","United States of America","Official","Nintendo","Nintendo","Puzzle","16 abr 2021","Loose","30,91","66,09","203","30,91","-1.0",0.6,?,?,"","","71",
"Nintendo 64","Games","Owned","Duke Nukem 64","United States of America","Official","Eurocom Entertainment Software","GT Interactive","First-person shooter","16 abr 2021","Loose","36,36","113,07","351","36,36","-1.0",0.6,?,?,"","","73",
"Nintendo 64","Games","Owned","Excitebike 64","United States of America","Official","Nintendo","Left Field Productions","Racing","16 abr 2021","Loose","15,49","43,11","293","15,49","-1.0",0.6,?,?,"","","88",
"Nintendo 64","Games","Owned","F-Zero X","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","Loose","40,88","147,12","418,86","40,88","-1.0",0.6,?,?,"","","85",
"Nintendo 64","Games","Owned","F1 Pole Position 64","United States of America","Official","Ubisoft Entertainment","Human Entertainment, Inc.","Racing","16 abr 2021","Loose","10,49","32,09","109,64","10,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","FIFA Soccer 64","United States of America","Official","Electronic Arts","Electronic Arts","Sports","16 abr 2021","Loose","10,09","30,61","122,21","10,09","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Funtastic Fire Orange Nintendo 64 System","United States of America","Official","Nintendo","Missing Field","Missing Field","1 jul 2025","Loose","245,36","618,82","1.068,92","245,36","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Funtastic Grape Purple Nintendo 64 System","United States of America","Official","Missing Field","Missing Field","Missing Field","1 jul 2025","Loose","168,41","800,5","831,76","168,41","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Funtastic Ice Blue Nintendo 64 System","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","Loose","194,21","456,53","1.414,5","194,21","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","GoldenEye 007","United States of America","Official","Nintendo of America, Inc.","Rare, Ltd.","Action, First-person shooter, Stealth","16 abr 2021","Loose","27,49","78,45","500,49","27,49","-1.0",0.6,?,?,"","","96",
"Nintendo 64","Games","Owned","International Superstar Soccer '98","United States of America","Official","Konami","Konami Computer Entertainment Osaka","Sports","16 abr 2021","Loose","45,49","123,33","268,48","45,49","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","International Superstar Soccer 2000","United States of America","Official","Konami","Konami","Sports","16 abr 2021","Loose","76,95","245,49","654,33","76,95","-1.0",?,?,?,"Caratulas distintas","","Missing Field",
"Nintendo 64","Games","Owned","International Superstar Soccer 64","United States of America","Official","Konami","Konami Computer Entertainment Osaka","Sports","16 abr 2021","Loose","21,15","56,51","174,5","21,15","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Jet Force Gemini","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, Adventure, Third-person shooter","16 abr 2021","Loose","14,29","57,48","275,5","14,29","-1.0",0.5,?,?,"","","80",
"Nintendo 64","Games","Owned","Killer Instinct Gold","United States of America","Official","Nintendo","Rare, Ltd.","Fighting","16 abr 2021","Loose","35,27","114,07","249,13","35,27","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Kobe Bryant in NBA Courtside","United States of America","Official","Nintendo","Left Field Productions","Sports","16 abr 2021","Loose","6,53","24,23","150,5","6,53","-1.0",0.5,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Mario Golf","United States of America","Official","Nintendo","Camelot Software Planning","Sports","16 abr 2021","Loose","38,69","95,5","264,48","38,69","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","Mario Kart 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Racing","16 abr 2021","Loose","45,49","131,25","405,5","45,49","-1.0",0.6,?,?,"","","83",
"Nintendo 64","Games","Owned","Mario Party 3","United States of America","Official","Nintendo","Hudson Entertainment, Inc.","Action, Adventure, Strategy, Sports","16 abr 2021","Loose","58,92","159,25","935,57","58,92","-1.0",0.6,?,?,"","","74",
"Nintendo 64","Games","Owned","Mario Tennis","United States of America","Official","Nintendo","Nintendo","Sports","16 abr 2021","Loose","29,87","80,62","450,95","29,87","-1.0",0.6,?,?,"","","91",
"Nintendo 64","Games","Owned","Mortal Kombat 4","United States of America","Official","Midway Games","Eurocom Entertainment Software","Fighting","16 abr 2021","Loose","25,63","82,62","374,96","25,63","-1.0",0.5,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Mortal Kombat Trilogy","United States of America","Official","Midway Games","Midway","Fighting","16 abr 2021","Loose","30,61","88,42","308","30,61","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","NBA Hangtime","United States of America","Official","Midway Games","Fun Com","Sports","16 abr 2021","Loose","29,02","60,49","322,91","29,02","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","NBA Live 99","United States of America","Official","Electronic Arts","Electronic Arts","Sports","16 abr 2021","Loose","4,93","15,49","36,67","4,93","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 Gold Console","Japan","Official","Missing Field","Nintendo","Missing Field","1 jul 2025","Loose","148,86","285,45","769,5","148,86","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Systems","Owned","Nintendo 64 System","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","CIB","71,61","233,68","1.500,49","233,68","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 64","Games","Owned","Perfect Dark","United States of America","Official","Rare, Ltd.","Rare, Ltd.","Action, First-person shooter, Stealth","16 abr 2021","Loose","24,8","68,19","152,86","24,8","-1.0",0.6,?,?,"","","97",
"Nintendo 64","Systems","Owned","Pikachu Nintendo 64 System","United States of America","Official","Nintendo","Nintendo","Missing Field","1 jul 2025","Loose","314,95","1.133,86","3.142,8","314,95","-1.0",1.0,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Pilotwings 64","United States of America","Official","Nintendo","Nintendo EAD, Nintendo R&D3","Flight Sim","16 abr 2021","Loose","20,14","56,81","200,49","20,14","-1.0",0.6,?,?,"","","80",
"Nintendo 64","Games","Owned","Pokémon Stadium","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc., Nintendo EAD","Strategy","16 abr 2021","Loose","29,58","246","1.563","29,58","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Rayman 2: The Great Escape","United States of America","Official","Ubisoft Entertainment","Ubisoft","Platformer","16 abr 2021","CIB","30,49","92","225,25","92","-1.0",1.0,1.0,1.0,"","","90",
"Nintendo 64","Games","Owned","Ready 2 Rumble Boxing: Round 2","United States of America","Official","Midway Games","Midway","Fighting, Sports","16 abr 2021","Loose","18,47","50,44","119,75","18,47","-1.0",0.6,?,?,"","","64",
"Nintendo 64","Games","Owned","South Park","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","First-person shooter","16 abr 2021","Loose","25,51","70,37","235,95","25,51","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Star Wars Episode I: Racer","United States of America","Official","Nintendo","LucasArts Entertainment Company LLC","Racing","16 abr 2021","Loose","12,49","28,6","80,5","12,49","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Star Wars: Rogue Squadron","United States of America","Official","LucasArts Entertainment Company LLC","Factor 5 GmbH","Action, First-person shooter","16 abr 2021","Loose","17,32","45,5","153","17,32","-1.0",0.6,?,?,"","","85",
"Nintendo 64","Games","Owned","Star Wars: Shadows of the Empire","United States of America","Official","Nintendo","LucasArts Entertainment Company LLC","Action","16 abr 2021","Loose","16,47","59,77","194,5","16,47","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Super Mario 64","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, Puzzle, Platformer","16 abr 2021","Loose","40,49","110,5","708,25","40,49","-1.0",0.6,?,?,"","","94",
"Nintendo 64","Games","Owned","Super Smash Bros.","United States of America","Official","Nintendo of America, Inc.","HAL Laboratory, Inc.","Fighting","16 abr 2021","Loose","46,32","155,72","2.727,07","46,32","-1.0",0.6,?,?,"","","79",
"Nintendo 64","Games","Owned","Superman: The New Superman Adventures","United States of America","Official","Titus Interactive, S.A..","Titus France SA","Action, Adventure","16 abr 2021","Loose","13,99","76,7","307,77","13,99","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Legend of Zelda: Majora's Mask","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure","16 abr 2021","Loose","81,48","247,02","928,64","81,48","-1.0",0.6,?,?,"","","95",
"Nintendo 64","Games","Owned","Legend of Zelda: Ocarina of Time","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Action, Adventure, RPG, Puzzle, Platformer","16 abr 2021","Loose","48,36","136,72","933,04","48,36","-1.0",0.6,?,?,"","","99",
"Nintendo 64","Games","Owned","Tony Hawk's Pro Skater","United States of America","Official","Activision","Edge of Reality Inc.","Sports","16 abr 2021","Loose","12,79","46,45","425,96","12,79","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Tony Hawk's Pro Skater 2","United States of America","Official","Activision","Edge of Reality Inc.","Sports","16 abr 2021","Loose","23","61,19","298,94","23","-1.0",0.6,?,?,"","","84",
"Nintendo 64","Games","Owned","Top Gear Hyper-Bike","United States of America","Official","Kemco","Snowblind Studios","Racing","16 abr 2021","Loose","25,99","144,5","222,69","25,99","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Turok: Dinosaur Hunter","United States of America","Official","Acclaim Entertainment, Inc.","Iguana Entertainment","First-person shooter","16 abr 2021","Loose","21,27","62,59","589,41","21,27","-1.0",0.7,?,?,"","","85",
"Nintendo 64","Games","Owned","Twisted Edge Extreme Snowboarding","United States of America","Official","Midway Games","Boss Game Studios","Sports","16 abr 2021","Loose","9,08","26,58","435,99","9,08","-1.0",0.6,?,?,"","","Missing Field",
"Nintendo 64","Games","Owned","Virtual Pool 64","United States of America","Official","Crave Entertainment","Celeris","Sports","16 abr 2021","Loose","12,47","44,39","205,38","12,47","-1.0",0.6,?,?,"","","Missing Field",
