Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"Nintendo 3DS","Games","Owned","Pokémon Moon","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","13 oct 2024","CIB","21,45","25,49","40","25,49","-1.0",1.0,1.0,1.0,"","","87",
"Nintendo 3DS","Games","Owned","Pokémon Y","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","14 abr 2021","CIB","34,95","40,34","65,59","40,34","-1.0",0.9,1.0,1.0,"","","88",
"Nintendo 3DS","Games","Owned","Pro Evolution Soccer 2012 3D","United States of America","Official","Konami","Konami","Sports","11 nov 2024","CIB","7,22","7,98","15,54","7,98","-1.0",1.0,1.0,1.0,"","","73",
"Nintendo 3DS","Games","Owned","Resident Evil: Revelations","United States of America","Official","Capcom","Capcom","Action, Horror","27 jul 2025","CIB","23,93","28,88","45,49","28,88","-1.0",1.0,1.0,1.0,"","","82",
"Nintendo 3DS","Games","Owned","Resident Evil: The Mercenaries 3D","United States of America","Official","Capcom","Capcom","Action, Third-person shooter","14 abr 2021","CIB","24,38","30,84","40,45","30,84","-1.0",1.0,1.0,1.0,"","","65",
"Nintendo 3DS","Games","Owned","Sonic Generations","United States of America","Official","Sega","Sonic Team","Missing Field","14 abr 2021","CIB","15,42","16,35","30,64","16,35","-1.0",0.9,1.0,1.0,"","","66",
"Nintendo 3DS","Games","Owned","Super Mario 3D Land","United States of America","Official","Nintendo","Nintendo","Action, Adventure, Platformer","14 abr 2021","Boxed","15,47","16","26,03","15,47","-1.0",1.0,1.0,?,"","","90",
"Nintendo 3DS","Games","Owned","Super Mario Maker for Nintendo 3DS","United States of America","Official","Nintendo","Nintendo","Action, Platformer","14 abr 2021","CIB","11,2","12,97","19,2","12,97","-1.0",1.0,0.9,1.0,"","","73",
"Nintendo 3DS","Games","Owned","Super Smash Bros. for Nintendo 3DS","United States of America","Official","Nintendo","Bandai Namco Entertainment","Fighting, Party","14 abr 2021","Boxed","13,48","15,5","28,74","13,48","-1.0",1.0,1.0,?,"","","85",
"Nintendo 3DS","Games","Owned","Super Street Fighter IV: 3D Edition","United States of America","Official","Capcom","Capcom","Fighting","14 abr 2021","CIB","10,87","15,66","30,48","15,66","-1.0",1.0,1.0,1.0,"","","85",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Majora's Mask 3D","United States of America","Official","Nintendo","Grezzo","Action, Adventure, RPG","14 abr 2021","CIB","24,89","28,11","35,5","28,11","-1.0",1.0,1.0,1.0,"","","89",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Majora's Mask 3D [Limited Edition Skull Kid]","United States of America","Official","Nintendo","Grezzo","Action, Adventure","14 ene 2026","CIB","140,49","164,33","210,5","164,33","-1.0",1.0,1.0,1.0,"","","89",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Ocarina of Time 3D","United States of America","Official","Nintendo","Grezzo","Action, Adventure, RPG, Platformer","14 abr 2021","Boxed","21,31","26,09","30,6","21,31","-1.0",1.0,1.0,1.0,"","","94",
"Nintendo 3DS","Games","Owned","Theatrhythm Final Fantasy","United States of America","Official","Square Enix","Indies Zero","Action, Music","14 abr 2021","CIB","10,49","11,52","20,45","11,52","-1.0",1.0,0.9,1.0,"","","78",
"Nintendo 3DS","Games","Owned","Transformers: Dark of the Moon [Stealth Force Edition]","United States of America","Official","Activision","Behaviour Interactive","Action, Adventure","27 mar 2025","Boxed","7,68","10,89","23,06","8,35","-1.0",1.0,1.0,?,"","","30",
"Nintendo 3DS","Games","Owned","Xenoblade Chronicles 3D","United States of America","Official","Nintendo","Monolith Software, Inc.","Action, RPG","14 abr 2021","CIB","19,97","22,54","40","22,54","-1.0",1.0,1.0,1.0,"","","86",
"Nintendo 3DS","Games","Owned","Yoshi's New Island","United States of America","Official","Nintendo","Arzest","Platformer","14 abr 2021","Boxed","16,13","17,02","26,47","16,13","-1.0",1.0,1.0,?,"","","64",
"Sony PSP","Games","Owned","After Burner: Black Falcon","United States of America","Official","Sega","Planet Moon Studios","Flight Sim, Shoot 'em up","14 abr 2021","CIB","14,17","20,48","75,5","20,48","-1.0",1.0,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","Ape Escape: On the Loose","United States of America","Official","SCEA","SIMS Co., Ltd.","Action, Platformer","14 abr 2021","CIB","10,05","14,34","20,48","14,34","-1.0",1.0,1.0,1.0,"","","66",
"Sony PSP","Games","Owned","ATV Offroad Fury: Blazin' Trails","United States of America","Official","Sony","Climax Studios","Racing","14 abr 2021","CIB","8,99","9,35","11,63","9,35","-1.0",1.0,1.0,1.0,"","","63",
"Sony PSP","Games","Owned","BlazBlue: Calamity Trigger Portable","United States of America","Official","Aksys Games","Arc System Works Co., Ltd.","Fighting","14 abr 2021","CIB","17,25","22,77","30,5","22,77","-1.0",1.0,1.0,1.0,"","","82",
"Sony PSP","Games","Owned","Crush","United States of America","Official","Sega","Zoe Mode","Puzzle","14 abr 2021","CIB","15,32","18","28,55","18","-1.0",1.0,1.0,1.0,"","","83",
"Sony PSP","Games","Owned","Daxter","United States of America","Official","Sony Computer Entertainment America, Inc.","Ready at Dawn","Action, Adventure, Platformer","14 abr 2021","CIB","12,33","21,52","31,02","21,52","-1.0",1.0,1.0,1.0,"","","85",
"Sony PSP","Games","Owned","Final Fantasy Tactics: The War of the Lions","United States of America","Official","Square Enix","Square Enix","RPG, Strategy","14 abr 2021","CIB","14,56","21,53","50,45","21,53","-1.0",1.0,1.0,1.0,"","","88",
"Sony PSP","Games","Owned","God of War: Ghost of Sparta","United States of America","Official","Sony Computer Entertainment America, Inc.","Ready at Dawn","Action, Adventure","19 sept 2024","CIB","46,73","60,49","90,5","60,49","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","God of War: Ghost of Sparta [PSP Essentials]","United Kingdom","Official","Sony","Ready at Dawn","Action, Adventure","19 sept 2024","CIB","24,1","32,28","47,19","32,28","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","Gran Turismo","United States of America","Official","Sony","Polyphony Digital Inc.","Racing","14 abr 2021","CIB","20,54","26,47","50,49","26,47","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","Grand Theft Auto: Liberty City Stories","United States of America","Official","Rockstar Games","Rockstar Leeds, Rockstar North","Action, Sandbox","14 abr 2021","CIB","18,5","25,49","55,5","25,49","-1.0",1.0,1.0,1.0,"","","88",
"Sony PSP","Games","Owned","Grand Theft Auto: Vice City Stories","United States of America","Official","Rockstar Games","Rockstar Leeds, Rockstar North","Action, Sandbox","14 abr 2021","CIB","25,63","39,33","110,47","39,33","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","Hot Shots Golf: Open Tee","United States of America","Official","Sony Computer Entertainment America, Inc.","Clap Hanz Ltd.","Sports","14 abr 2021","CIB","4","5,55","9,93","5,55","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Jak and Daxter: The Lost Frontier","United States of America","Official","Sony Computer Entertainment America, Inc.","High Impact Games","Action, Adventure, Platformer","14 abr 2021","CIB","18,48","24,23","36,22","24,23","-1.0",1.0,0.9,1.0,"","","71",
"Sony PSP","Games","Owned","Killzone: Liberation","United States of America","Official","Sony Computer Entertainment America, Inc.","Guerrilla Games","Action, Third-person shooter","14 abr 2021","CIB","9,48","10,31","15,1","10,31","-1.0",1.0,1.0,1.0,"","","77",
"Sony PSP","Games","Owned","Lego Harry Potter: Years 1–4","United States of America","Official","WB Games","TT Games","Action, Adventure","14 abr 2021","Boxed","11,81","12,03","24,46","11,81","-1.0",0.9,1.0,?,"","","Missing Field",
"Sony PSP","Games","Owned","LittleBigPlanet","United States of America","Official","Sony Computer Entertainment America, Inc.","Media Molecule, Sony Cambridge Studio","Puzzle, Sandbox, Platformer","14 abr 2021","CIB","14,5","17,98","29,75","17,98","-1.0",0.9,1.0,1.0,"","","87",
"Sony PSP","Games","Owned","Medal of Honor: Heroes","United States of America","Official","Electronic Arts","Team Fusion","Action, Strategy, First-person shooter","14 abr 2021","CIB","7,89","10,5","15,9","10,5","-1.0",1.0,1.0,0.9,"","","71",
"Sony PSP","Games","Owned","Metal Gear Ac!d","United States of America","Official","Konami","Konami Computer Entertainment Japan","Strategy, Stealth","14 abr 2021","CIB","17,23","30,49","111,71","30,49","-1.0",1.0,1.0,1.0,"","","75",
"Sony PSP","Games","Owned","Mortal Kombat: Unchained","United States of America","Official","Midway Games","JGI Entertainment","Fighting","14 abr 2021","CIB","25,22","30,5","60,49","30,5","-1.0",1.0,1.0,1.0,"","","70",
"Sony PSP","Games","Owned","MotorStorm: Arctic Edge","United States of America","Official","Sony","BigBig Studios","Racing","14 abr 2021","CIB","10,81","15,83","17,5","15,83","-1.0",1.0,1.0,1.0,"","","79",
"Sony PSP","Games","Owned","Need for Speed: Most Wanted 5-1-0","United States of America","Official","Electronic Arts","EA Canada","Racing, Vehicle Sim","14 abr 2021","CIB","14,06","15,47","39,72","15,47","-1.0",1.0,0.9,1.0,"","","72",
"Sony PSP","Games","Owned","Need for Speed: Undercover","United States of America","Official","Electronic Arts","Piranha Games","Racing, Vehicle Sim","14 abr 2021","CIB","13,1","15,16","25,98","15,16","-1.0",0.9,1.0,1.0,"","","52",
"Sony PSP","Games","Owned","Pro Evolution Soccer 2010","United States of America","Official","Konami","Konami","Sports","14 abr 2021","CIB","6,89","9,26","10,49","9,26","-1.0",1.0,1.0,1.0,"","","72",
"Sony PSP","Games","Owned","Pro Evolution Soccer 2012","United States of America","Official","Konami","Konami","Missing Field","14 abr 2021","CIB","10,63","10,63","18,75","10,63","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","Ratchet & Clank: Size Matters","United States of America","Official","Sony Computer Entertainment America, Inc.","High Impact Games","Action, Adventure, Platformer","14 abr 2021","CIB","9,73","17,16","30,49","17,16","-1.0",1.0,1.0,1.0,"","","85",
"Sony PSP","Games","Owned","Resistance: Retribution","United States of America","Official","Sony Computer Entertainment America, Inc.","Bend Studio","Action, Third-person shooter","19 sept 2024","CIB","10,5","14,49","25,23","14,49","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Resistance: Retribution [Greatest Hits]","United States of America","Official","SCEA","Sony Bend","Action, Third-person shooter","19 sept 2024","CIB","9,75","14,39","22,52","14,39","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Secret Agent Clank","United States of America","Official","SCEA","High Impact Games","Action, Platformer","14 abr 2021","Boxed","8,48","11,2","15,49","9,02","-1.0",1.0,0.9,?,"","","72",
"Sony PSP","Games","Owned","Silent Hill: Shattered Memories","United States of America","Official","Konami","The Climax Group","Adventure, Horror","14 abr 2021","CIB","95,5","200,5","276,29","200,5","-1.0",1.0,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","SOCOM: U.S. Navy SEALs Fireteam Bravo 3","United States of America","Official","Sony Computer Entertainment America","Slant Six Games","Strategy, Stealth, Third-person shooter","14 abr 2021","CIB","9,24","16,52","20,48","16,52","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","SOCOM: U.S. Navy SEALs Tactical Strike","United States of America","Official","Sony Computer Entertainment","Slant Six Games","Action, Third-person shooter","14 abr 2021","CIB","7,4","8,45","12,32","8,45","-1.0",1.0,1.0,1.0,"","","72",
"Sony PSP","Games","Owned","Sonic Rivals 2","United States of America","Official","Sega","Backbone Vancouver","Racing","14 abr 2021","CIB","18,22","27,18","75,5","27,18","-1.0",1.0,1.0,1.0,"","","60",
"Sony PSP","Games","Owned","Star Wars: Battlefront II","United States of America","Official","LucasArts Entertainment Company LLC","Pandemic Studios","Action, Adventure, Fighting","14 abr 2021","CIB","11,44","15,95","16,6","15,95","-1.0",1.0,1.0,1.0,"","","69",
"Sony PSP","Games","Owned","Star Wars: Battlefront Renegade Squadron","United States of America","Official","LucasArts Entertainment Company LLC","Rebellion","First-person shooter","14 abr 2021","CIB","9,56","10,5","34,5","10,5","-1.0",0.9,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","Transformers: Revenge of the Fallen","United States of America","Official","Activision","Savage Entertainment","Action","14 abr 2021","CIB","9,48","11,98","19,04","11,98","-1.0",1.0,1.0,1.0,"","","37",
"Sony PSP","Games","Owned","Twisted Metal: Head-On","United States of America","Official","Sony Computer Entertainment","Incognito Entertainment","Action, First-person shooter, Fighting","14 abr 2021","CIB","11,64","14,93","29,74","14,93","-1.0",0.9,0.9,1.0,"","","79",
"Sony PSP","Games","Owned","Warhammer 40,000: Squad Command","United States of America","Official","THQ","Redlynx Ltd","Strategy","14 abr 2021","CIB","11","12,67","28,2","12,67","-1.0",1.0,1.0,1.0,"","","67",
"Sony PS Vita","Games","Owned","Angry Birds Star Wars","United States of America","Official","Activision","Exient Entertainment","Puzzle","14 abr 2021","Boxed","15,99","16,39","23,74","16,39","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Arcana Heart 3: LOVE MAX!!!!!","United States of America","Official","Arc System Works Co., Ltd.","Examu Inc.","Fighting","14 abr 2021","Boxed","24,1","25,87","31,95","25,87","-1.0",0.9,0.9,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Assassin's Creed Chronicles","United States of America","Official","Ubisoft Entertainment","Climax Studios","Action","23 sept 2024","CIB","32,3","34,49","40,96","34,49","-1.0",1.0,1.0,1.0,"","","70",
"Sony PS Vita","Games","Owned","Assassin's Creed III: Liberation","United States of America","Official","Ubisoft Entertainment","Ubisoft Sofia","Action, Adventure, Stealth","14 abr 2021","Boxed","13,22","16,02","30,07","16,02","-1.0",1.0,1.0,?,"","","70",
"Sony PS Vita","Games","Owned","Batman: Arkham Origins Blackgate","United States of America","Official","Warner Bros. Interactive Entertainment","Armature Studio","Action, Platformer","14 abr 2021","Boxed","19,57","24,7","30,49","24,7","-1.0",1.0,1.0,?,"","","61",
"Sony PS Vita","Games","Owned","BlazBlue: Chrono Phantasma","United States of America","Official","Aksys Games","Arc System Works Co., Ltd.","Fighting","14 abr 2021","Boxed","19,57","23,37","30,49","23,37","-1.0",1.0,0.9,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","BlazBlue: Continuum Shift Extend","United States of America","Official","Aksys Games","Aksys Games","Fighting","14 abr 2021","Boxed","15,95","20,48","26,9","20,48","-1.0",0.9,0.9,?,"","","83",
"Sony PS Vita","Games","Owned","Borderlands 2","United States of America","Official","2K","Gearbox Software, Iron Galaxy Studios","RPG, First-person shooter, Sandbox","14 abr 2021","Boxed","20,07","25,1","33,61","25,1","-1.0",1.0,1.0,?,"","","64",
"Sony PS Vita","Games","Owned","Call of Duty: Black Ops Declassified","United States of America","Official","Activision","Nihilistic Software","First-person shooter","14 abr 2021","Boxed","17,32","23,99","65,48","23,99","-1.0",1.0,1.0,?,"","","33",
"Sony PS Vita","Games","Owned","Child of Light","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Adventure, RPG","14 abr 2021","Boxed","18,63","19,8","30,49","19,8","-1.0",1.0,1.0,?,"","","83",
"Sony PS Vita","Games","Owned","Corpse Party: Blood Drive [EverAfter Edition]","United States of America","Official","XSEED","5pb","Adventure, First-person shooter","14 abr 2021","CIB","32,92","39,6","55,32","39,6","-1.0",1.0,1.0,1.0,"","","60",
"Sony PS Vita","Games","Owned","Criminal Girls: Invite Only","United States of America","Official","NIS America, Inc.","Nippon Ichi Software Inc.","RPG","14 abr 2021","New","36,67","38,81","55,5","55,5","-1.0",?,?,?,"","","55",
"Sony PS Vita","Games","Owned","Danganronpa 2: Goodbye Despair","United States of America","Official","NIS America, Inc.","Spike Chunsoft Co., Ltd.","Action, Adventure, Puzzle, Visual Novel","14 abr 2021","Boxed","23,82","25,46","33,5","25,46","-1.0",1.0,1.0,?,"","","81",
"Sony PS Vita","Games","Owned","Dead or Alive 5 Plus","United States of America","Official","Tecmo","Team Ninja","Fighting","24 oct 2024","Boxed","36,32","43,99","75,08","43,99","-1.0",1.0,1.0,?,"","","80",
"Sony PS Vita","Games","Owned","Dead or Alive Xtreme 3: Venus","Taiwan","Official","Koei Tecmo","Team Ninja","Sports","23 sept 2024","CIB","45,86","100,29","73,55","100,29","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","Dengeki Bunko: Fighting Climax","United States of America","Official","Sega","Sega","Fighting","23 sept 2024","CIB","21,66","28,98","37,5","28,98","-1.0",1.0,1.0,1.0,"","","75",
"Sony PS Vita","Games","Owned","Disney Infinity: Marvel Super Heroes (2.0 Edition)","United States of America","Official","Disney Interactive","Avalanche Software LLC","Action, Sandbox","18 ago 2021","New","50","53,35","105,33","105,33","-1.0",?,?,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Dragon's Crown","United States of America","Official","Atlus Co., Ltd.","Vanillaware","Action, RPG","14 abr 2021","Boxed","20,89","24,34","45,47","24,34","-1.0",1.0,1.0,?,"","","77",
"Sony PS Vita","Games","Owned","F1 2011","United States of America","Official","Codemasters","Codemasters","Racing","14 abr 2021","Boxed","39,45","40,45","65,48","40,45","-1.0",1.0,1.0,?,"","","66",
"Sony PS Vita","Games","Owned","FIFA 15","United States of America","Official","EA Sports","EA Sports","Sports","14 abr 2021","Boxed","18,7","20,48","34,72","20,48","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","FIFA Soccer","United States of America","Official","Electronic Arts","Electronic Arts","Sports","20 may 2024","Boxed","9,99","11,65","17,82","11,65","-1.0",1.0,1.0,?,"","","79",
"Sony PS Vita","Games","Owned","Final Fantasy X / X-2 HD Remaster","United States of America","Official","Square Enix","Square Enix","RPG","14 abr 2021","Boxed","20,46","23,45","40,65","23,45","-1.0",1.0,1.0,?,"","","86",
"Sony PS Vita","Games","Owned","Freedom Wars","United States of America","Official","SCEI","Sony Japan Studio","Action, RPG","14 abr 2021","Boxed","11,11","11,67","15,04","11,67","-1.0",0.9,1.0,?,"","","73",
"Sony PS Vita","Games","Owned","God Eater 2","Japan","Official","Bandai Namco Entertainment","Shift","Action, RPG","23 ago 2021","CIB","2,75","7,85","14,98","7,85","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","God Eater 2: Rage Burst","United States of America","Official","Bandai Namco Entertainment","Shift","Action, RPG","23 ago 2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","God of War Collection","United States of America","Official","Sony","Sony","Action","14 abr 2021","Boxed","42,29","50,69","91,32","50,69","-1.0",1.0,1.0,?,"","","73",
"Sony PS Vita","Games","Owned","God Wars: Future Past","United States of America","Official","Nippon Ichi Software Inc.","Kadokawa Games","RPG, Strategy","26 sept 2021","New","15,49","16,44","25,49","25,49","-1.0",?,1.0,?,"","","74",
"Sony PS Vita","Games","Owned","Gravity Rush","United States of America","Official","Sony Computer Entertainment America, Inc.","Sony Japan Studio","Action, Adventure","14 abr 2021","Boxed","35,06","44,97","71,63","44,97","-1.0",1.0,1.0,?,"","","83",
"Sony PS Vita","Games","Owned","Hot Shots Golf: World Invitational","United States of America","Official","SCEA","Clap Hanz Ltd.","Sports","14 abr 2021","Boxed","11,99","15,47","22,28","15,47","-1.0",0.9,0.9,?,"","","76",
"Sony PS Vita","Games","Owned","Hyperdimension Neptunia Re;Birth2: Sisters Generation","United States of America","Official","Idea Factory International","Idea Factory","RPG","14 abr 2021","Boxed","35,44","35,49","45,76","35,49","-1.0",0.9,1.0,?,"","","67",
"Sony PS Vita","Games","Owned","Injustice: Gods Among Us - Ultimate Edition","United States of America","Official","WB Games","Armature Studio","Fighting","14 abr 2021","Boxed","17,84","18,62","45,46","18,62","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Invizimals: The Alliance","United States of America","Official","Sony Computer Entertainment","Novarama","Action","14 abr 2021","Boxed","192,26","240,49","312,5","240,49","-1.0",1.0,1.0,?,"","","69",
"Sony PS Vita","Games","Owned","J-Stars Victory Vs+","United Kingdom","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","Action, Fighting","14 abr 2021","Boxed","23,7","29,85","62,44","23,7","-1.0",1.0,1.0,?,"","","74",
"Sony PS Vita","Games","Owned","Jak and Daxter Collection","United States of America","Official","Sony Computer Entertainment America, Inc.","Mass Media, Inc.","Action, Adventure, Platformer","14 abr 2021","Boxed","40,49","47,97","60,27","47,97","-1.0",1.0,1.0,?,"","","67",
"Sony PS Vita","Games","Owned","Killzone: Mercenary","United States of America","Official","Sony Computer Entertainment America, Inc.","Guerrilla Cambridge","Action, First-person shooter","14 abr 2021","Boxed","22,38","30,31","59,29","30,31","-1.0",1.0,1.0,1.0,"","","78",
"Sony PS Vita","Games","Owned","LEGO Batman 2: DC Super Heroes","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","CIB","9,84","10,44","19,89","10,44","-1.0",1.0,1.0,1.0,"","","62",
"Sony PS Vita","Games","Owned","LEGO Batman 3: Beyond Gotham","United States of America","Official","Traveller's Tales Ltd.","WB Games","Action","14 abr 2021","New","12,5","14,09","14,49","14,49","-1.0",?,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Harry Potter: Years 5-7","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","9,84","11,24","14,19","11,24","-1.0",1.0,0.9,?,"","","64",
"Sony PS Vita","Games","Owned","LEGO Jurassic World","United States of America","Official","Warner Bros. Interactive Entertainment","TT Games","Action, Adventure","14 abr 2021","Boxed","12,48","14,82","16,05","14,82","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Marvel Super Heroes: Universe in Peril","United States of America","Official","Warner Bros. Interactive Entertainment","TT Games","Action, Adventure","14 abr 2021","Boxed","8,09","9,57","10,49","9,57","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Marvel's Avengers","United States of America","Official","WB Games","TT Games","Action, Adventure","23 sept 2024","CIB","12,97","14","23,87","14","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Ninjago Nindroids","United States of America","Official","WB Games","WB Games","Action, Adventure","19 mar 2025","CIB","15,28","17,59","17,88","17,59","-1.0",1.0,1.0,1.0,"","","58",
"Sony PS Vita","Games","Owned","LEGO The Hobbit","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","13,91","17,48","22,28","17,48","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO The Lord of the Rings","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","13,43","13,5","24,14","13,5","-1.0",1.0,1.0,?,"","","54",
"Sony PS Vita","Games","Owned","Little Deviants","United States of America","Official","Sony Computer Entertainment America","BigBig Studios","Party","14 abr 2021","Boxed","9,83","10,64","17,48","10,64","-1.0",1.0,1.0,?,"","","57",
"Sony PS Vita","Games","Owned","LittleBigPlanet PS Vita","United States of America","Official","Sony Computer Entertainment America, Inc.","Tarsier Studios, XDEV, Double Eleven Studios","Puzzle, Sandbox, Platformer","14 abr 2021","Boxed","18,64","21,99","43,04","21,99","-1.0",1.0,1.0,?,"","","88",
"Sony PS Vita","Games","Owned","Lost Dimension","United States of America","Official","Atlus Co., Ltd.","Atlus Co., Ltd.","Action, Adventure","14 abr 2021","Boxed","26,45","40,49","45,48","40,49","-1.0",1.0,1.0,?,"","","72",
"Sony PS Vita","Games","Owned","Metal Gear Solid HD Collection","United States of America","Official","Konami","Kojima Productions (Konami)","Stealth","14 abr 2021","Boxed","32,99","39","50,5","39","-1.0",1.0,1.0,?,"","","81",
"Sony PS Vita","Games","Owned","Michael Jackson The Experience HD","United States of America","Official","Ubisoft Entertainment","Ubisoft","Puzzle, Music","23 sept 2024","CIB","26,49","35,38","40,5","35,38","-1.0",1.0,1.0,1.0,"","","57",
"Sony PS Vita","Games","Owned","Mind Zero","United States of America","Official","Aksys Games","ACQUIRE","Action, Adventure, RPG","14 abr 2021","Boxed","20,73","22,97","35,4","22,97","-1.0",1.0,1.0,?,"","","59",
"Sony PS Vita","Games","Owned","Minecraft: PlayStation Vita Edition","United Kingdom","Official","Mojang AB","4J Studios","Action, Adventure, Management Sim, Sandbox","23 sept 2024","CIB","12,74","16,06","26,28","16,06","-1.0",1.0,1.0,1.0,"","","84",
"Sony PS Vita","Games","Owned","MLB 13: The Show","United States of America","Official","Sony Computer Entertainment","Sony San Diego Studio","Sports","14 abr 2021","Boxed","8,42","10,27","17,55","10,27","-1.0",0.9,1.0,?,"","","75",
"Sony PS Vita","Games","Owned","ModNation Racers: Road Trip","United States of America","Official","SCEA","Sony Computer Entertainment America","Racing","14 abr 2021","Boxed","11,55","13,33","19,14","13,33","-1.0",1.0,1.0,?,"","","62",
"Sony PS Vita","Games","Owned","Mortal Kombat","United States of America","Official","WB Games","NetherRealm Studios","Fighting","14 abr 2021","Boxed","17,8","25,31","60,49","25,31","-1.0",1.0,1.0,?,"","","85",
"Sony PS Vita","Games","Owned","Natural Doctrine","United States of America","Official","NIS America, Inc.","Kadokawa Games","RPG, Strategy","14 abr 2021","Boxed","24,24","36,2","48,15","36,2","-1.0",1.0,1.0,?,"","","60",
"Sony PS Vita","Games","Owned","Need for Speed: Most Wanted","United States of America","Official","EA Games","Criterion Games","Racing","14 abr 2021","Boxed","18,97","20,52","40,47","20,52","-1.0",1.0,1.0,?,"","","79",
"Sony PS Vita","Games","Owned","Ninja Gaiden Sigma Plus","United States of America","Official","Koei Tecmo","Team Ninja","Action, Adventure","14 abr 2021","New","21,17","26,09","55,78","55,78","-1.0",?,1.0,?,"","","72",
"Sony PS Vita","Games","Owned","One Piece: Unlimited World Red","United Kingdom","Official","Bandai Namco Entertainment","Ganbarion","Action, Adventure","14 abr 2021","Boxed","20,27","20,36","33,56","20,27","-1.0",0.9,1.0,?,"","","67",
"Sony PS Vita","Games","Owned","Persona 4 Golden","United States of America","Official","Atlus Co., Ltd.","Atlus Co., Ltd.","Action, Adventure, RPG","14 abr 2021","Boxed","24,49","27,39","48,47","27,39","-1.0",1.0,1.0,?,"","","93",
"Sony PS Vita","Games","Owned","PlayStation All-Stars Battle Royale","United States of America","Official","Sony Computer Entertainment America","Superbot Entertainment","Fighting","14 abr 2021","Boxed","13,5","19,84","26,76","19,84","-1.0",1.0,1.0,?,"","","75",
"Sony PS Vita","Systems","Owned","PlayStation Vita Slim System [White]","Japan","Official","Missing Field","Missing Field","Missing Field","5 ago 2021","CIB","110,5","223,47","257,07","223,47","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","Ragnarok Odyssey","United States of America","Official","XSEED Games","Game Arts","Action, RPG","14 abr 2021","Boxed","12,54","16,51","24,5","16,51","-1.0",1.0,1.0,?,"","","66",
"Sony PS Vita","Games","Owned","Rayman Legends","United States of America","Official","Ubisoft Entertainment","Ubisoft Montpellier","Platformer","14 abr 2021","Boxed","18,55","24,93","30,38","24,93","-1.0",1.0,1.0,?,"","","87",
"Sony PS Vita","Games","Owned","Rayman Origins","United States of America","Official","Ubisoft Entertainment","Ubisoft Montpellier","Platformer","14 abr 2021","Boxed","20,47","22,46","35,79","22,46","-1.0",1.0,1.0,?,"","","88",
"Sony PS Vita","Games","Owned","Reality Fighters","United States of America","Official","SCEA","Novarama","Fighting","23 sept 2024","CIB","10,87","12,17","15,55","12,17","-1.0",1.0,1.0,1.0,"","","54",
